text,label,review_length,length_bin,pred,true,prob_pos,correct,confidence
"This is the kind of movie that you rent when you are incredibly tired, or impaired in some other way... The acting in this movie is so bad it seems intentional, and to let you know how bad the special effects are, there is one scene when the puppets are coming alive where you can see most of a hand holding the puppet, moving it about. The movie looked as if it was filmed with a camcorder. When I saw this movie for the first time, a fistfight nearly erupted when my friends and I were calling each other names from this flick, that's how terrible it was. If you enjoy getting mad at movies, I recommend this to you, otherwise, flee as though your very life depended on it.",1,130,medium (100-300w),0,1,0.0012050311,False,0.998794968938455
"I swore I would never allow myself to devolve into to the bogus authority figures of the sixties who told me things were better in the ""good old days""  the current Australian Prime Minister is a sordid example of just such a mind set.<br /><br />But I switched over to ""A Decade Under the Influence"" because I found watching the much-heralded ""Sneakers"" documentary on the other channel such a dispiriting experience. I found the values expressed by the ""Sneakers"" interviewees too ugly to accept as reasonable. So materialistic! So devoid of any sense of outrage at a society that can countenance killing someone to steal his very ugly shoes! So lacking in any worthwhile purpose that they can report without distaste the exploitation an audience by haranguing them to hold those shoes above their heads to lock in a sponsorship deal for themselves with a company of cobblers was just too much to continue watching.<br /><br />""A Decade Under the Influence"" depicted a completely different response to the fruit of stupidity, corruption and concupiscence in high (and low) places.<br /><br />I have noted the change in film-making that accompanied the exposure of America's disastrous foreign policy debacles in Vietnam and so many less reported places in my www.peterhenderson.com.au website. ""A Decade Under the Influence"" documents the precise moment at which that change took place.<br /><br />Before the seventies, the armed forces were depicted in American films as an invincible fighting force comprised of decent human beings who transmogrified into conquering heroes on the battlefield. After the seventies they are generally portrayed as a dispirited rabble misled by a bunch of bureaucrat clowns in the Pentagon Before the seventies, the FBI agent and the honest cop tended to be depicted as your friend and protector. After the seventies, the FBI agents were all incompetent and the best a cop could aspire to was to ignore their foolishness and his superior's corruption and uphold justice in his own idiosyncratic manner.<br /><br />Before the seventies, the archetypical American ""little guy"", the ""average Joe"", the Jimmy Stewart type would face down the problems encountered and thereby gain some insight into underlying wisdom of his elected leaders and justice of the ""American Way"". After the seventies, Kevin Costner usurps that role, but now he is the voice of one crying out in the wilderness for evil to be exposed, or accepting his lot and making out the best he can.<br /><br />And now those ""old time religion"" mindsets have been stripped of any honesty and righteousness and portrayed (with a certain amount of justification) as sanctimonious bigotry and self-serving hypocrisy.<br /><br />""A Decade Under the Influence"" tells it like it was. ""A Decade Under the Influence"" tells it like it is now. It depicts the redemption of the American film industry from the hands of the artistically, morally and intellectually bankrupt studio moguls. It shows the storming of the Hollywood Bastille by the independent film makers who promised to get a disillusioned and tired audience back into the cinemas. The fact that their failures were numerous, and at times disastrous, merely underlines the greatness of their achievement. An achievement reflected in the adventurous and questioning attitudes of the big box office stars such as Clooney, Daman, Affleck etc and the directors and producers who provide the vehicles for their talent.",1,556,long (>300w),0,1,0.0012211128,False,0.9987788872094825
"While Disney have been THE animation studio for the past 70 years, there have always been rivals to their supremacy. When this review was written in 2009, for example, companies like Dreamworks and (to a lesser extent) Warner Brothers and Ardman, were bringing out animated movies that could be said to challenge the Disney dominance. Back in the beginning, in that late '30s and early '40s heyday when Disney was serving cinematic banquets like Snow White, Dumbo and Fantasia, the competition was provided by brothers Dave and Max Fleischer. Despite releasing two very commendable films, they never quite cornered the market  many attribute their downfall to the commercial failure of Mr Bug Goes To Town, released the same week as the attack on Pearl Harbour (which gave the American public something more significant to think about than going to the cinema to watch a cartoon!) That this film has faded into relative obscurity is a travesty.<br /><br />In a patch of overgrown garden in the city a bunch of bugs are in dire danger. Humans use the land as a shortcut, discarding litter and cigars, and other hazards, right on top of the bugs' homes as they go. Honey-shop owner Mr Bumble (voiced by Jack Mercer) fears that the future is bleak, and wonders how he will ever be able to raise his daughter Honey (voiced by Pauline Loth) in more secure surroundings. A highly unscrupulous creature, Bagley C. Beetle (voiced by Tedd Pierce), offers to provide her a safer place to live if she will accept his hand in marriage, but Honey is much more interested in her childhood sweetheart, the perennially cheerful and optimistic Hoppity (voiced by Stan Freed). Hoppity believes that everything is about to be resolved for the better, but is left looking foolish when Bagley Beetle and his pair of comical sidekicks manipulate the crisis to their own devious end. Only at the very end, as their patch becomes the foundation for a huge new skyscraper, do the bugs switch loyalty back to Hoppity as they look to him to lead them a new, safe home away from the destructive influence of humans.<br /><br />What really works in this film is the delightful characterisation  all the bugs are cleverly developed and designed for maximum audience appeal. The bumbling villains Swat the fly and Smack the mosquito (hilarious names, if you stop to think about it) are particularly memorable. Equally admirable is the storytelling drive  even the youngest of children can enjoy this story, while at the same time it skillfully conveys a message for older audiences about the way human carelessness can impact upon the survival of wildlife. Time has inevitably dated some aspects of the film, and when viewing it the audience needs to accept (and forgive) these occasional signs of general age and wear. But on the whole Mr Bug Goes To Town is an accomplished, funny and very slickly presented animation with a worthy message to boot.",1,498,long (>300w),0,1,0.0012211907,False,0.9987788093276322
"Actually I'll admit I'm a political junkie, so this resonated with me, but the erratic nature of Ms. Green (yes I know what they did to her), but the ending was such a copout and totally inconsistent with the film itself.<br /><br />Why can't Barry L and crew just left us wondering what he was going to do? Let us debate it.<br /><br />Instead they have this ""oh I'm not worthy"" bullshit ending and it just shows that when the chips were down it's better to leave the table instead of doubling down. Stop the Disney ending and putting a bow on it. Life isn't easy, they should have had the courage to give the main character some backbone.<br /><br />We had to listen to the rhetoric the entire movie... and then it turned sniveling and the stupid, inane behavior by Ms. Green (when the crap was out of her system) just made for a ridiculous near end of the movie that was icing on the cake.",1,167,medium (100-300w),0,1,0.001236709,False,0.9987632910488173
"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title of the film, is Jack Frost 2: Revenge of the Mutant Killer Snowman. Horror movie fans that have a taste for campy story lines, will be delighted to watch this. This film was straight to video, and for good reasons. Here's why: The acting, was so atrocious, and so terrible, that it could cause one to cry. The main character had no personality, and the actor's bad acting made it all worse. The screenplay was, was also atrocious. Each character always says a cheesy line, and add the cheesy lines to the bad choreography, then you have something bad. Second, the story line isn't really all that impressive, but since this movie was straight to video, it is forgiven. The director, and writer could have turned the idea of a killer snowman, into something cool, but they didn't. They story has lots of plot holes in it. In the beginning, a cup of coffee gets knocked into the fish tank, with the melted Jack Frost. Scientists try to restore his life, but they couldn't. Once the cup of coffee fell into the tank, Jack Frost was completely restored. Now he is immune to anti-freeze. In Jack Frost part 1, the main character's DNA got mixed up with the Anti-freeze that was used to kill Jack Frost. Since the main character is allergic to bananas, Jack Frost is too. Hence, here's my point. They say that Sam's DNA combined with Jack Frost's. But, one of the scientists had some saliva on the cup, so when it fell into the tank, the scientists DNA would have been combined with Jack Frosts. Another thing, the special effects weren't very good either. Here's the good points: Jack Frost 2 has lots of blood, that looks pretty realistic. Even though this movie is flawed to hell, it is still entertaining. Overall, Jack Frost 2 is an enjoyable horror movie. The first one was better though. 7 out of 10.",1,343,long (>300w),0,1,0.0012395591,False,0.998760440852493
"Jack Frost 2, is probably the most cheesiest movie I have ever seen in my life. The complete title of the film, is Jack Frost 2: Revenge of the Mutant Killer Snowman. Horror movie fans that have a taste for campy story lines, will be delighted to watch this. This film was straight to video, and for good reasons. Here's why: The acting, was so atrocious, and so terrible, that it could cause one to cry. The main character had no personality, and the actor's bad acting made it all worse. The screenplay was, was also atrocious. Each character always says a cheesy line, and add the cheesy lines to the bad choreography, then you have something bad. Second, the story line isn't really all that impressive, but since this movie was straight to video, it is forgiven. The director, and writer could have turned the idea of a killer snowman, into something cool, but they didn't. They story has lots of plot holes in it. In the beginning, a cup of coffee gets knocked into the fish tank, with the melted Jack Frost. Scientists try to restore his life, but they couldn't. Once the cup of coffee fell into the tank, Jack Frost was completely restored. Now he is immune to anti-freeze. In Jack Frost part 1, the main character's DNA got mixed up with the Anti-freeze that was used to kill Jack Frost. Since the main character is allergic to bananas, Jack Frost is too. Hence, here's my point. They say that Sam's DNA combined with Jack Frost's. But, one of the scientists had some saliva on the cup, so when it fell into the tank, the scientists DNA would have been combined with Jack Frosts. Another thing, the special effects weren't very good either. Here's the good points: Jack Frost 2 has lots of blood, that looks pretty realistic. Even though this movie is flawed to hell, it is still entertaining. Overall, Jack Frost 2 is an enjoyable horror movie. The first one was better though. 7 out of 10.",1,343,long (>300w),0,1,0.0012395591,False,0.998760440852493
"The plot starts out interesting, however, towards the end too many die in too short a time, turning the thriller-mystery aspect of the story into a slaughter.<br /><br />The only true highlights were Adam Beach and Jürgen Prochnow, who were once again their excellent selves. Nice try with an inappropriate last third, though a good ending.",1,56,short (<100w),0,1,0.0012444236,False,0.9987555764382705
"My buddies and I spent the majority of a Saturday afternoon watching a selection of ""bad"" movies. Among the flicks we watched, the strongest contender (for quality bad-movie fare) was easily Jack-O. It's ludicrous that movies such as ""Gigli"", ""Glitter"" and ""You Got Served"" are listed in IMDBs bottom 100. While they're certainly bad movies, they don't belong in the bottom 100. They're robbing ""Jack-O"", and ""Keeper of Time"", etc, of the Bad Movie Greatness they so richly deserve.<br /><br />So what makes Jack-O so great (in bad movie terms)? For starters, Steve Latshaw, the director, decided to cast his son, Ryan Latshaw, in the role of Sean Kelly. Unfortunately for Steve, Ryan Latshaw was dangerously close to being out-acted by a block of wood. The kid, seriously, has no ability to emote whatsoever. The end result: unintentional comic gold. The kid could be listening to a joke, or just moments away from getting his head smashed asunder, and his expression is one of stony ""emotionlessness"".<br /><br />The other aspect of the movie that we found awesome was the sheer number of ""double dreaming"" sequences. What is a double-dream? Well, it's when a character wakes up from a nightmare, and then something equally nightmarish happens, and then the character wakes up again. Basically: they wake up after dreaming about waking up from a nightmare. Clever device, no? I believe the character of Sean Kelly experienced no less than 3 double-dreaming sequences.<br /><br />Let's see... what else? Oh yeah! This movie has a veritable cast of thousands. It's truly stunning to see how many speaking roles are introduced throughout the course of the movie. Best of all: almost none of the characters have anything to do with the story. They're either killed by Jack-O, or they serve no purpose whatsoever.<br /><br />Jack-O himself was pretty sweet. Like most other B-movie monsters, Jack-O has the amazing ability to, seemingly, teleport over great distances. He's invariably hanging-out, somewhere in the background, whenever you're dealing with a major character. What's puzzling, however, is that when he's actually chasing someone he moves at a shambling/stumbling speed, and yet he's able to keep up with people who are sprinting.<br /><br />That's all for now. Closing remarks: if you're looking for a unintentionally hilarious bad movie, you can't go wrong by renting this beast.<br /><br />Bad Movie Score: 7/10 Good Movie Score: 3.5/10",1,396,long (>300w),0,1,0.0012655435,False,0.998734456487
"Believe me I wanted this series to work, but the early departure of Kevin Kilner dealt a near death blow after season one. Robert Leeshock just wasn't right for the part and Jane Heitmeyer did an admirable job as lead but the series just got too messy and confused at that point. I don't know what happened in Season Five, what a mess. Sometimes its time to drop the red cape and just stick the sword in the bull, if you know what I mean. The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict. If not for their talents and well-written dialogue they would have been two weird bald man-chicks in a B-movie series.<br /><br />If only this series could have ended at season 4 and picked up later by SyFy...",1,148,medium (100-300w),0,1,0.0012928204,False,0.9987071795621887
"Read This:<br /><br />BOYZ 'N THE HOOD IS A SCENE-BY-SCENE, COMPLETE RIP-OFF OF THIS MOVIE.<br /><br />Two friends in the hood, one's focused on intellectual pursuits and the other is an athlete. The friend who's an athlete gets involved with the wrong people and gets killed. (The athlete just happens to be Washington from 'Welcome Back, Kotter'.)<br /><br />It makes me mad that people don't know this. It blows my mind everytime I go into a video store and Boyz 'n the Hood is in the 'Drama' section while Cooley High is in 'Comedy'. It's an embarrassing disgrace. This movie is both funnier and more dramatic than John Singleton's rip-off. At least Singleton could have had the dignity to speak out that his film was homage to Cooley High, but no, he never said a word. Boys 2 Men, however, named their hit record after this film.",1,147,medium (100-300w),0,1,0.0013050535,False,0.9986949465237558
"First of all , you should watch this only if you don't mind the lack of subtitles , pornography , kinky sex and utter , horrifying and truly shocking depravity . I mentioned kinky sex , but to call sex in the second half of the movie "" kinky "" would be a great understatement . It's more like a punch in the face if you aren't prepared for this sort of sickness . That being said , I can go back to reviewing this morbid piece of pseudo - snuff genre brought to us by our fellow Japanese .<br /><br />The plot seems to be fairly basic , almost nonexistent : a girl is hired to perform in amateur porn movie . Don't expect much in first 30 - 40 minutes . There is some dialog - if you don't speak Japanese it's not going to mean much to you - that seems to be an occasional chatting between the girl and the crew & performer , then there is some porn ( straight sex ) , and after the scene is finished the performers and the crew take a break . And then ... it starts to happen .<br /><br />It seems that the girl is talked into performing one more scene - this time tied with the rope . The abuse begins : whipping , slapping , hot wax ... In the end , girl breaks down and cries . They untie her .<br /><br />Then we see performers and crew sitting at the table as if nothing had happened - except for the girl . She is visibly shaken and looks like she wants to leave . She walks to the door , sits on the floor to put her shoes on ... and that's when hell breaks loose .<br /><br />She is hit in the head with the baseball bat , her wound is treated , she is tied to the bed . What ensues can be briefly described ( I'm not going to spoil everything for you ) as rape during dismemberment . Think of "" Flower of flesh and blood "" , mix it with porn and you will get the idea .It goes on for about 20 minutes or so . SFX are very good , makeup too . Everything is shown , with no mercy for the viewer . You have been warned .<br /><br />I thought "" Visitor Q "" was a very sick movie . After watching "" Niku daruma "" it looked like a fairytale to me .This movie is so sick , so depraved , so twisted , so disgusting that the harshest words pale in comparison to it's finale . Too bad it's released only on VHS so there are no subtitles available . But the movie still works without them . So , if you are into ultra sickness , extreme sadism and other beauties of this beloved genre , check this out . I hope you won't have nightmares .8/10 .",1,507,long (>300w),0,1,0.0013106327,False,0.9986893673194572
"I must say it was a let down. Overall its great to see the way Aparna Sen has handled the issue of schizophrenia, I am not much knowledgeable on this and got whatever it was depicted in A Beautiful Mind, and here too its interesting portrayal.<br /><br />But the thing that caused the let down for me was the artificial dialogues and over use of English. Its true that a new class is being formed/ has been formed in India which talks in English even at home, but I am sure its not as formal as in the movie. Moreover, Waheeda Rehmaan did not seem very comfortable talking everything in English. Charu's dialogue in Bihari tone was seemingly much more realistic and digestible.<br /><br />The second thing, its about the abstract flavor she has tried to give to the movie. I generally like movies with open ending, but here there were many loose ends. Its like cut pieces are joined together to make the movie. Also there seemed no central theme to the movie. Schizophernia for sure was the main line but intermingling sister-sister, mother-daughter, adding doctor-azmi relation, no real use of brother, Bose - Bose's wife relations..... all were not required and made the audience loose track of what actually did she try to depict.<br /><br />On the whole, a watch for people who like off-beat movies, a must avoid for the ones who just see movies as an entertainment tool.",1,242,medium (100-300w),0,1,0.0013152487,False,0.9986847513355315
"Count me as being one who is happy to see no Hastings in this episode. The poor-man's Dr. Watson does nothing for me, as he simply drags down every scene he's in. Japp is often necessary to the story as the representative of officialdom, and a little Miss Lemon is fine for seasoning, but Hastings swings from painfully dim to over-mannered in different episodes. If I have to sit through one more vacuous ""Oh, I say there!"" I'll take the gas-pipe.<br /><br />As a general rule, the more Poirot you get in a Poirot story, the better. Every line for Hastings is one taken away from Poirot. And I've never read the books, so I really don't care about fidelity to Christie's characters. A lot of viewers/reviewers seem to have a problem with separating the movies from the books. If you want the book as written, then read it. I don't see the point of watching the television version if you know what will come next at every stage. Theatre is not prose - don't expect a transcription.",1,178,medium (100-300w),0,1,0.0013335352,False,0.9986664648167789
